aircraft_id,flight_no,stop_order,facility_id,arrival_time,departure_time,refuel
A02-T2-H02,3,2,F047,2026-08-05 11:01,2026-08-05 11:11,0
A02-T2-H02,3,3,F046,2026-08-05 11:16,2026-08-05 11:26,0
A02-T2-H02,3,4,A02,2026-08-05 12:28,,0
A02-T2-H02,4,0,A02,,2026-08-05 13:52,0
A02-T2-H02,4,1,F028,2026-08-05 14:59,2026-08-05 15:09,0
A02-T2-H02,4,2,F033,2026-08-05 15:38,2026-08-05 15:48,0
A02-T2-H02,4,3,F024,2026-08-05 15:59,2026-08-05 16:19,1
A02-T2-H02,4,4,F027,2026-08-05 16:25,2026-08-05 16:35,0
A02-T2-H02,4,5,A02,2026-08-05 17:29,,0
A02-T2-H02,5,0,A02,,2026-08-06 09:13,0
A02-T2-H02,5,1,F018,2026-08-06 10:12,2026-08-06 10:32,1
A02-T2-H02,5,2,A02,2026-08-06 11:31,,0
A02-T2-H02,6,0,A02,,2026-08-07 06:13,0
A02-T2-H02,6,1,F024,2026-08-07 07:13,2026-08-07 07:33,1
A02-T2-H02,6,2,F034,2026-08-07 07:44,2026-08-07 07:54,0
A02-T2-H02,6,3,F021,2026-08-07 08:10,2026-08-07 08:20,0
A02-T2-H02,6,4,A02,2026-08-07 09:20,,0
A02-T2-H02,7,0,A02,,2026-08-07 10:02,0
A02-T2-H02,7,1,F026,2026-08-07 11:03,2026-08-07 11:13,0
A02-T2-H02,7,2,F024,2026-08-07 11:30,2026-08-07 11:50,1
A02-T2-H02,7,3,A02,2026-08-07 12:50,,0
A02-T2-H02,8,0,A02,,2026-08-08 06:58,0
A02-T2-H02,8,1,F024,2026-08-08 07:58,2026-08-08 08:18,1
A02-T2-H02,8,2,F032,2026-08-08 08:43,2026-08-08 08:53,0
A02-T2-H02,8,3,F025,2026-08-08 09:15,2026-08-08 09:25,0
A02-T2-H02,8,4,A02,2026-08-08 10:21,,0
A02-T2-H02,9,0,A02,,2026-08-08 10:51,0
A02-T2-H02,9,1,F031,2026-08-08 11:57,2026-08-08 12:17,1
A02-T2-H02,9,2,F032,2026-08-08 12:28,2026-08-08 12:38,0
A02-T2-H02,9,3,F029,2026-08-08 13:00,2026-08-08 13:10,0
A02-T2-H02,9,4,F021,2026-08-08 13:15,2026-08-08 13:25,0
A02-T2-H02,9,5,F025,2026-08-08 13:30,2026-08-08 13:40,0
A02-T2-H02,9,6,A02,2026-08-08 14:36,,0
A02-T2-H02,10,0,A02,,2026-08-09 08:52,0
A02-T2-H02,10,1,F020,2026-08-09 09:43,2026-08-09 09:53,0
A02-T2-H02,10,2,F018,2026-08-09 10:03,2026-08-09 10:23,1
A02-T2-H02,10,3,A02,2026-08-09 11:22,,0
A02-T2-H03,1,0,A02,,2026-08-03 08:18,0
A02-T2-H03,1,1,F004,2026-08-03 09:21,2026-08-03 09:31,0
A02-T2-H03,1,2,F018,2026-08-03 10:09,2026-08-03 10:29,1
A02-T2-H03,1,3,A02,2026-08-03 11:28,,0
A02-T2-H03,2,0,A02,,2026-08-04 10:24,0
A02-T2-H03,2,1,F023,2026-08-04 11:37,2026-08-04 11:47,0
A02-T2-H03,2,2,F032,2026-08-04 11:51,2026-08-04 12:01,0
A02-T2-H03,2,3,F031,2026-08-04 12:12,2026-08-04 12:32,1
A02-T2-H03,2,4,A02,2026-08-04 13:38,,0
A02-T2-H03,3,0,A02,,2026-08-05 08:33,0
A02-T2-H03,3,1,F024,2026-08-05 09:33,2026-08-05 09:53,1
A02-T2-H03,3,2,F034,2026-08-05 10:04,2026-08-05 10:14,0
A02-T2-H03,3,3,F029,2026-08-05 10:28,2026-08-05 10:38,0
A02-T2-H03,3,4,A02,2026-08-05 11:37,,0
A02-T2-H03,4,0,A02,,2026-08-06 08:06,0
A02-T2-H03,4,1,F024,2026-08-06 09:06,2026-08-06 09:26,1
A02-T2-H03,4,2,F035,2026-08-06 09:42,2026-08-06 09:52,0
A02-T2-H03,4,3,F025,2026-08-06 10:08,2026-08-06 10:18,0
A02-T2-H03,4,4,F027,2026-08-06 10:28,2026-08-06 10:38,0
A02-T2-H03,4,5,A02,2026-08-06 11:32,,0
A02-T2-H03,5,0,A02,,2026-08-08 07:14,0
A02-T2-H03,5,1,F012,2026-08-08 08:17,2026-08-08 08:27,0
A02-T2-H03,5,2,F026,2026-08-08 08:35,2026-08-08 08:45,0
A02-T2-H03,5,3,F018,2026-08-08 08:49,2026-08-08 09:09,1
A02-T2-H03,5,4,A02,2026-08-08 10:08,,0
A02-T2-H03,6,0,A02,,2026-08-08 10:38,0
A02-T2-H03,6,1,F046,2026-08-08 11:40,2026-08-08 11:50,0
A02-T2-H03,6,2,F049,2026-08-08 11:55,2026-08-08 12:05,0
A02-T2-H03,6,3,F031,2026-08-08 12:17,2026-08-08 12:37,1
A02-T2-H03,6,4,A02,2026-08-08 13:43,,0
A02-T2-H03,7,0,A02,,2026-08-09 08:13,0
A02-T2-H03,7,1,F019,2026-08-09 09:12,2026-08-09 09:22,0
A02-T2-H03,7,2,F024,2026-08-09 09:31,2026-08-09 09:51,1
A02-T2-H03,7,3,F035,2026-08-09 10:07,2026-08-09 10:17,0
A02-T2-H03,7,4,F021,2026-08-09 10:29,2026-08-09 10:39,0
A02-T2-H03,7,5,A02,2026-08-09 11:39,,0
A02-T2-H04,1,0,A02,,2026-08-04 08:02,0
A02-T2-H04,1,1,F027,2026-08-04 08:56,2026-08-04 09:06,0
A02-T2-H04,1,2,A02,2026-08-04 10:00,,0
A02-T2-H04,2,0,A02,,2026-08-04 10:30,0
A02-T2-H04,2,1,F024,2026-08-04 11:30,2026-08-04 11:50,1
A02-T2-H04,2,2,A02,2026-08-04 12:50,,0
A02-T2-H04,3,0,A02,,2026-08-05 06:15,0
A02-T2-H04,3,1,F028,2026-08-05 07:22,2026-08-05 07:32,0
A02-T2-H04,3,2,F018,2026-08-05 07:50,2026-08-05 08:10,1
A02-T2-H04,3,3,F026,2026-08-05 08:14,2026-08-05 08:24,0
A02-T2-H04,3,4,A02,2026-08-05 09:25,,0
A02-T2-H04,4,0,A02,,2026-08-05 09:55,0
A02-T2-H04,4,1,F030,2026-08-05 10:45,2026-08-05 10:55,0
A02-T2-H04,4,2,A02,2026-08-05 11:45,,0
A02-T2-H04,5,0,A02,,2026-08-06 07:44,0
A02-T2-H04,5,1,F021,2026-08-06 08:44,2026-08-06 08:54,0
A02-T2-H04,5,2,F031,2026-08-06 09:06,2026-08-06 09:26,1
A02-T2-H04,5,3,A02,2026-08-06 10:32,,0
A02-T2-H04,6,0,A02,,2026-08-07 09:22,0
A02-T2-H04,6,1,F020,2026-08-07 10:13,2026-08-07 10:23,0
A02-T2-H04,6,2,F026,2026-08-07 10:34,2026-08-07 10:44,0
A02-T2-H04,6,3,F024,2026-08-07 11:01,2026-08-07 11:21,1
A02-T2-H04,6,4,F036,2026-08-07 11:37,2026-08-07 11:47,0
A02-T2-H04,6,5,A02,2026-08-07 12:46,,0
A02-T2-H04,7,0,A02,,2026-08-08 08:31,0
A02-T2-H04,7,1,F048,2026-08-08 09:41,2026-08-08 09:51,0
A02-T2-H04,7,2,F031,2026-08-08 10:12,2026-08-08 10:32,1
A02-T2-H04,7,3,F033,2026-08-08 11:03,2026-08-08 11:13,0
A02-T2-H04,7,4,A02,2026-08-08 12:19,,0
A02-T2-H04,8,0,A02,,2026-08-09 08:21,0
A02-T2-H04,8,1,F021,2026-08-09 09:21,2026-08-09 09:31,0
A02-T2-H04,8,2,F024,2026-08-09 09:40,2026-08-09 10:00,1
A02-T2-H04,8,3,F001,2026-08-09 10:14,2026-08-09 10:24,0
A02-T2-H04,8,4,F005,2026-08-09 10:38,2026-08-09 10:48,0
A02-T2-H04,8,5,A02,2026-08-09 11:46,,0
A02-T2-H04,9,0,A02,,2026-08-09 12:16,0
A02-T2-H04,9,1,F034,2026-08-09 13:26,2026-08-09 13:36,0
A02-T2-H04,9,2,F035,2026-08-09 13:51,2026-08-09 14:01,0
A02-T2-H04,9,3,F032,2026-08-09 14:11,2026-08-09 14:21,0
A02-T2-H04,9,4,F031,2026-08-09 14:32,2026-08-09 14:52,1
A02-T2-H04,9,5,F025,2026-08-09 15:06,2026-08-09 15:16,0
A02-T2-H04,9,6,A02,2026-08-09 16:12,,0
A02-T3-H01,1,0,A02,,2026-08-03 06:40,0
A02-T3-H01,1,1,F021,2026-08-03 07:50,2026-08-03 08:00,0
A02-T3-H01,1,2,F027,2026-08-03 08:12,2026-08-03 08:22,0
A02-T3-H01,1,3,A02,2026-08-03 09:25,,0
A02-T3-H01,2,0,A02,,2026-08-03 09:56,0
A02-T3-H01,2,1,F020,2026-08-03 10:55,2026-08-03 11:05,0
A02-T3-H01,2,2,F019,2026-08-03 11:17,2026-08-03 11:27,0
A02-T3-H01,2,3,A02,2026-08-03 12:36,,0
A02-T3-H01,3,0,A02,,2026-08-04 07:14,0
A02-T3-H01,3,1,F026,2026-08-04 08:24,2026-08-04 08:34,0
A02-T3-H01,3,2,A02,2026-08-04 09:44,,0
A02-T3-H01,4,0,A02,,2026-08-04 10:14,0
A02-T3-H01,4,1,F027,2026-08-04 11:17,2026-08-04 11:27,0
A02-T3-H01,4,2,F019,2026-08-04 11:38,2026-08-04 11:48,0
A02-T3-H01,4,3,F022,2026-08-04 11:53,2026-08-04 12:03,0
A02-T3-H01,4,4,F026,2026-08-04 12:11,2026-08-04 12:21,0
A02-T3-H01,4,5,F018,2026-08-04 12:26,2026-08-04 12:46,1
A02-T3-H01,4,6,A02,2026-08-04 13:54,,0
A02-T3-H01,5,0,A02,,2026-08-05 09:04,0
A02-T3-H01,5,1,F046,2026-08-05 10:16,2026-08-05 10:26,0
A02-T3-H01,5,2,F035,2026-08-05 10:50,2026-08-05 11:00,0
A02-T3-H01,5,3,F029,2026-08-05 11:16,2026-08-05 11:26,0
A02-T3-H01,5,4,F024,2026-08-05 11:32,2026-08-05 11:52,1
A02-T3-H01,5,5,A02,2026-08-05 13:02,,0
A02-T3-H01,6,0,A02,,2026-08-07 06:44,0
A02-T3-H01,6,1,F025,2026-08-07 07:49,2026-08-07 07:59,0
A02-T3-H01,6,2,F022,2026-08-07 08:23,2026-08-07 08:33,0
A02-T3-H01,6,3,F018,2026-08-07 08:43,2026-08-07 09:03,1
A02-T3-H01,6,4,F028,2026-08-07 09:24,2026-08-07 09:34,0
A02-T3-H01,6,5,A02,2026-08-07 10:51,,0
A02-T3-H01,7,0,A02,,2026-08-08 07:42,0
A02-T3-H01,7,1,F033,2026-08-08 08:58,2026-08-08 09:08,0
A02-T3-H01,7,2,A02,2026-08-08 10:24,,0
A02-T3-H01,8,0,A02,,2026-08-09 09:00,0
A02-T3-H01,8,1,F022,2026-08-09 10:06,2026-08-09 10:16,0
A02-T3-H01,8,2,F016,2026-08-09 10:24,2026-08-09 10:34,0
A02-T3-H01,8,3,A02,2026-08-09 11:37,,0
A02-T3-H02,1,0,A02,,2026-08-03 06:47,0
A02-T3-H02,1,1,F036,2026-08-03 07:55,2026-08-03 08:05,0
A02-T3-H02,1,2,F046,2026-08-03 08:18,2026-08-03 08:28,0
A02-T3-H02,1,3,F038,2026-08-03 08:50,2026-08-03 09:10,1
A02-T3-H02,1,4,A02,2026-08-03 10:35,,0
A02-T3-H02,2,0,A02,,2026-08-03 14:51,0
A02-T3-H02,2,1,F039,2026-08-03 16:03,2026-08-03 16:13,0
A02-T3-H02,2,2,F036,2026-08-03 16:40,2026-08-03 16:50,0
A02-T3-H02,2,3,F024,2026-08-03 17:08,2026-08-03 17:28,1
A02-T3-H02,2,4,F020,2026-08-03 17:46,2026-08-03 17:56,0
A02-T3-H02,2,5,A02,2026-08-03 18:55,,0
A02-T3-H02,3,0,A02,,2026-08-04 06:00,0
A02-T3-H02,3,1,F018,2026-08-04 07:08,2026-08-04 07:28,1
A02-T3-H02,3,2,F021,2026-08-04 08:02,2026-08-04 08:12,0
A02-T3-H02,3,3,A02,2026-08-04 09:22,,0
A02-T3-H02,4,0,A02,,2026-08-05 06:28,0
A02-T3-H02,4,1,F027,2026-08-05 07:31,2026-08-05 07:41,0
A02-T3-H02,4,2,F020,2026-08-05 07:56,2026-08-05 08:06,0
A02-T3-H02,4,3,A02,2026-08-05 09:05,,0
A02-T3-H02,5,0,A02,,2026-08-07 08:30,0
A02-T3-H02,5,1,F036,2026-08-07 09:38,2026-08-07 09:48,0
A02-T3-H02,5,2,F031,2026-08-07 09:58,2026-08-07 10:18,1
A02-T3-H02,5,3,F048,2026-08-07 10:42,2026-08-07 10:52,0
A02-T3-H02,5,4,F039,2026-08-07 11:02,2026-08-07 11:12,0
A02-T3-H02,5,5,A02,2026-08-07 12:24,,0
A02-T3-H02,6,0,A02,,2026-08-08 07:48,0
A02-T3-H02,6,1,F011,2026-08-08 09:00,2026-08-08 09:20,1
A02-T3-H02,6,2,F028,2026-08-08 09:27,2026-08-08 09:37,0
A02-T3-H02,6,3,F029,2026-08-08 10:25,2026-08-08 10:35,0
A02-T3-H02,6,4,F027,2026-08-08 10:42,2026-08-08 10:52,0
A02-T3-H02,6,5,F030,2026-08-08 11:23,2026-08-08 11:33,0
A02-T3-H02,6,6,A02,2026-08-08 12:30,,0
A02-T3-H02,7,0,A02,,2026-08-09 07:40,0
A02-T3-H02,7,1,F020,2026-08-09 08:39,2026-08-09 08:49,0
A02-T3-H02,7,2,F029,2026-08-09 09:11,2026-08-09 09:21,0
A02-T3-H02,7,3,A02,2026-08-09 10:30,,0
A03-T2-H01,1,0,A03,,2026-08-04 08:55,0
A03-T2-H01,1,1,F041,2026-08-04 10:11,2026-08-04 10:21,0
A03-T2-H01,1,2,F045,2026-08-04 10:27,2026-08-04 10:37,0
A03-T2-H01,1,3,F041,2026-08-04 10:43,2026-08-04 10:53,0
A03-T2-H01,1,4,F038,2026-08-04 11:05,2026-08-04 11:25,1
A03-T2-H01,1,5,A03,2026-08-04 12:37,,0
A03-T2-H01,2,0,A03,,2026-08-05 06:38,0
A03-T2-H01,2,1,F043,2026-08-05 08:01,2026-08-05 08:11,0
A03-T2-H01,2,2,F038,2026-08-05 08:25,2026-08-05 08:45,1
A03-T2-H01,2,3,F031,2026-08-05 09:10,2026-08-05 09:30,1
A03-T2-H01,2,4,F034,2026-08-05 09:55,2026-08-05 10:05,0
A03-T2-H01,2,5,A03,2026-08-05 11:22,,0
A03-T2-H01,3,0,A03,,2026-08-06 09:16,0
A03-T2-H01,3,1,F038,2026-08-06 10:28,2026-08-06 10:48,1
A03-T2-H01,3,2,F048,2026-08-06 10:53,2026-08-06 11:03,0
A03-T2-H01,3,3,F052,2026-08-06 11:10,2026-08-06 11:20,0
A03-T2-H01,3,4,A03,2026-08-06 12:32,,0
A03-T2-H01,4,0,A03,,2026-08-07 06:07,0
A03-T2-H01,4,1,F044,2026-08-07 07:34,2026-08-07 07:54,1
A03-T2-H01,4,2,F042,2026-08-07 08:10,2026-08-07 08:20,0
A03-T2-H01,4,3,F037,2026-08-07 08:25,2026-08-07 08:35,0
A03-T2-H01,4,4,F038,2026-08-07 09:10,2026-08-07 09:30,1
A03-T2-H01,4,5,A03,2026-08-07 10:42,,0
A03-T2-H01,5,0,A03,,2026-08-07 11:20,0
A03-T2-H01,5,1,F043,2026-08-07 12:43,2026-08-07 12:53,0
A03-T2-H01,5,2,F044,2026-08-07 12:59,2026-08-07 13:19,1
A03-T2-H01,5,3,F042,2026-08-07 13:35,2026-08-07 13:45,0
A03-T2-H01,5,4,F037,2026-08-07 13:50,2026-08-07 14:00,0
A03-T2-H01,5,5,F044,2026-08-07 14:15,2026-08-07 14:35,1
A03-T2-H01,5,6,A03,2026-08-07 16:02,,0
A03-T2-H01,6,0,A03,,2026-08-08 09:59,0
A03-T2-H01,6,1,F046,2026-08-08 11:03,2026-08-08 11:13,0
A03-T2-H01,6,2,F047,2026-08-08 11:18,2026-08-08 11:28,0
A03-T2-H01,6,3,F031,2026-08-08 11:35,2026-08-08 11:55,1
A03-T2-H01,6,4,A03,2026-08-08 13:05,,0
A03-T2-H01,7,0,A03,,2026-08-09 09:26,0
A03-T2-H01,7,1,F049,2026-08-09 10:33,2026-08-09 10:43,0
A03-T2-H01,7,2,F031,2026-08-09 10:55,2026-08-09 11:15,1
A03-T2-H01,7,3,F021,2026-08-09 11:27,2026-08-09 11:37,0
A03-T2-H01,7,4,F022,2026-08-09 11:58,2026-08-09 12:08,0
A03-T2-H01,7,5,A03,2026-08-09 13:14,,0
A03-T2-H02,1,0,A03,,2026-08-03 06:47,0
A03-T2-H02,1,1,F038,2026-08-03 07:59,2026-08-03 08:19,1
A03-T2-H02,1,2,A03,2026-08-03 09:31,,0
A03-T2-H02,2,0,A03,,2026-08-04 06:10,0
A03-T2-H02,2,1,F044,2026-08-04 07:37,2026-08-04 07:57,1
A03-T2-H02,2,2,F037,2026-08-04 08:12,2026-08-04 08:22,0
A03-T2-H02,2,3,F040,2026-08-04 08:30,2026-08-04 08:40,0
A03-T2-H02,2,4,F044,2026-08-04 08:48,2026-08-04 09:08,1
A03-T2-H02,2,5,F041,2026-08-04 09:19,2026-08-04 09:29,0
A03-T2-H02,2,6,A03,2026-08-04 10:45,,0
A03-T2-H02,3,0,A03,,2026-08-05 06:41,0
A03-T2-H02,3,1,F049,2026-08-05 07:48,2026-08-05 07:58,0
A03-T2-H02,3,2,F038,2026-08-05 08:12,2026-08-05 08:32,1
A03-T2-H02,3,3,F045,2026-08-05 08:41,2026-08-05 08:51,0
A03-T2-H02,3,4,A03,2026-08-05 10:02,,0
A03-T2-H02,4,0,A03,,2026-08-05 10:32,0
A03-T2-H02,4,1,F036,2026-08-05 11:35,2026-08-05 11:45,0
A03-T2-H02,4,2,F031,2026-08-05 11:53,2026-08-05 12:13,1
A03-T2-H02,4,3,F048,2026-08-05 12:34,2026-08-05 12:44,0
A03-T2-H02,4,4,A03,2026-08-05 13:54,,0
A03-T2-H02,5,0,A03,,2026-08-06 08:19,0
A03-T2-H02,5,1,F038,2026-08-06 09:31,2026-08-06 09:51,1
A03-T2-H02,5,2,F046,2026-08-06 10:10,2026-08-06 10:20,0
A03-T2-H02,5,3,A03,2026-08-06 11:24,,0
A03-T2-H02,6,0,A03,,2026-08-07 06:50,0
A03-T2-H02,6,1,F039,2026-08-07 07:51,2026-08-07 08:01,0
A03-T2-H02,6,2,F052,2026-08-07 08:13,2026-08-07 08:23,0
A03-T2-H02,6,3,F043,2026-08-07 08:46,2026-08-07 08:56,0
A03-T2-H02,6,4,F044,2026-08-07 09:02,2026-08-07 09:22,1
A03-T2-H02,6,5,A03,2026-08-07 10:49,,0
A03-T2-H02,7,0,A03,,2026-08-07 15:24,0
A03-T2-H02,7,1,F038,2026-08-07 16:36,2026-08-07 16:56,1
A03-T2-H02,7,2,F045,2026-08-07 17:05,2026-08-07 17:15,0
A03-T2-H02,7,3,A03,2026-08-07 18:26,,0
A03-T2-H02,8,0,A03,,2026-08-08 06:35,0
A03-T2-H02,8,1,F049,2026-08-08 07:42,2026-08-08 07:52,0
A03-T2-H02,8,2,F048,2026-08-08 08:02,2026-08-08 08:12,0
A03-T2-H02,8,3,F038,2026-08-08 08:17,2026-08-08 08:37,1
A03-T2-H02,8,4,A03,2026-08-08 09:49,,0
A03-T2-H02,9,0,A03,,2026-08-08 10:19,0
A03-T2-H02,9,1,F041,2026-08-08 11:35,2026-08-08 11:45,0
A03-T2-H02,9,2,F040,2026-08-08 12:03,2026-08-08 12:13,0
A03-T2-H02,9,3,F044,2026-08-08 12:21,2026-08-08 12:41,1
A03-T2-H02,9,4,F045,2026-08-08 12:57,2026-08-08 13:07,0
A03-T2-H02,9,5,A03,2026-08-08 14:18,,0
A03-T2-H02,10,0,A03,,2026-08-09 07:29,0
A03-T2-H02,10,1,F049,2026-08-09 08:36,2026-08-09 08:46,0
A03-T2-H02,10,2,F051,2026-08-09 09:04,2026-08-09 09:14,0
A03-T2-H02,10,3,F038,2026-08-09 09:19,2026-08-09 09:39,1
A03-T2-H02,10,4,A03,2026-08-09 10:51,,0
A03-T2-H03,1,0,A03,,2026-08-04 06:00,0
A03-T2-H03,1,1,F038,2026-08-04 07:12,2026-08-04 07:32,1
A03-T2-H03,1,2,F023,2026-08-04 07:58,2026-08-04 08:08,0
A03-T2-H03,1,3,A03,2026-08-04 09:25,,0
A03-T2-H03,2,0,A03,,2026-08-04 10:17,0
A03-T2-H03,2,1,F038,2026-08-04 11:29,2026-08-04 11:49,1
A03-T2-H03,2,2,F043,2026-08-04 12:03,2026-08-04 12:13,0
A03-T2-H03,2,3,A03,2026-08-04 13:36,,0
A03-T2-H03,3,0,A03,,2026-08-05 06:11,0
A03-T2-H03,3,1,F041,2026-08-05 07:27,2026-08-05 07:37,0
A03-T2-H03,3,2,F038,2026-08-05 07:49,2026-08-05 08:09,1
A03-T2-H03,3,3,F049,2026-08-05 08:23,2026-08-05 08:33,0
A03-T2-H03,3,4,A03,2026-08-05 09:40,,0
A03-T2-H03,4,0,A03,,2026-08-06 06:00,0
A03-T2-H03,4,1,F044,2026-08-06 07:27,2026-08-06 07:47,1
A03-T2-H03,4,2,F031,2026-08-06 08:30,2026-08-06 08:50,1
A03-T2-H03,4,3,F021,2026-08-06 09:02,2026-08-06 09:12,0
A03-T2-H03,4,4,A03,2026-08-06 10:18,,0
A03-T2-H03,5,0,A03,,2026-08-07 06:21,0
A03-T2-H03,5,1,F044,2026-08-07 07:48,2026-08-07 08:08,1
A03-T2-H03,5,2,F045,2026-08-07 08:24,2026-08-07 08:34,0
A03-T2-H03,5,3,F048,2026-08-07 08:47,2026-08-07 08:57,0
A03-T2-H03,5,4,F039,2026-08-07 09:06,2026-08-07 09:16,0
A03-T2-H03,5,5,A03,2026-08-07 10:17,,0
A03-T2-H03,6,0,A03,,2026-08-08 09:19,0
A03-T2-H03,6,1,F045,2026-08-08 10:30,2026-08-08 10:40,0
A03-T2-H03,6,2,F051,2026-08-08 10:49,2026-08-08 10:59,0
A03-T2-H03,6,3,F038,2026-08-08 11:04,2026-08-08 11:24,1
A03-T2-H03,6,4,F047,2026-08-08 11:43,2026-08-08 11:53,0
A03-T2-H03,6,5,F046,2026-08-08 11:58,2026-08-08 12:08,0
A03-T2-H03,6,6,A03,2026-08-08 13:12,,0
A03-T2-H03,7,0,A03,,2026-08-09 07:46,0
A03-T2-H03,7,1,F038,2026-08-09 08:58,2026-08-09 09:18,1
A03-T2-H03,7,2,F051,2026-08-09 09:23,2026-08-09 09:33,0
A03-T2-H03,7,3,F052,2026-08-09 09:46,2026-08-09 09:56,0
A03-T2-H03,7,4,A03,2026-08-09 11:08,,0
A03-T3-H01,1,0,A03,,2026-08-03 06:05,0
A03-T3-H01,1,1,F040,2026-08-03 07:53,2026-08-03 08:03,0
A03-T3-H01,1,2,F044,2026-08-03 08:12,2026-08-03 08:32,1
A03-T3-H01,1,3,A03,2026-08-03 10:13,,0
A03-T3-H01,2,0,A03,,2026-08-03 13:42,0
A03-T3-H01,2,1,F039,2026-08-03 14:53,2026-08-03 15:03,0
A03-T3-H01,2,2,F040,2026-08-03 15:47,2026-08-03 15:57,0
A03-T3-H01,2,3,F038,2026-08-03 16:29,2026-08-03 16:49,1
A03-T3-H01,2,4,F045,2026-08-03 16:59,2026-08-03 17:09,0
A03-T3-H01,2,5,A03,2026-08-03 18:32,,0
A03-T3-H01,3,0,A03,,2026-08-04 09:55,0
A03-T3-H01,3,1,F042,2026-08-04 11:52,2026-08-04 12:02,0
A03-T3-H01,3,2,F044,2026-08-04 12:20,2026-08-04 12:40,1
A03-T3-H01,3,3,F036,2026-08-04 13:36,2026-08-04 13:46,0
A03-T3-H01,3,4,A03,2026-08-04 14:59,,0
A03-T3-H01,4,0,A03,,2026-08-05 09:57,0
A03-T3-H01,4,1,F048,2026-08-05 11:18,2026-08-05 11:28,0
A03-T3-H01,4,2,F051,2026-08-05 11:39,2026-08-05 11:49,0
A03-T3-H01,4,3,F050,2026-08-05 12:37,2026-08-05 12:57,1
A03-T3-H01,4,4,A03,2026-08-05 15:05,,0
A03-T3-H01,5,0,A03,,2026-08-06 06:54,0
A03-T3-H01,5,1,F037,2026-08-06 08:48,2026-08-06 08:58,0
A03-T3-H01,5,2,F042,2026-08-06 09:04,2026-08-06 09:14,0
A03-T3-H01,5,3,F044,2026-08-06 09:32,2026-08-06 09:52,1
A03-T3-H01,5,4,F039,2026-08-06 10:27,2026-08-06 10:37,0
A03-T3-H01,5,5,A03,2026-08-06 11:48,,0
A03-T3-H01,6,0,A03,,2026-08-07 07:00,0
A03-T3-H01,6,1,F043,2026-08-07 08:36,2026-08-07 08:46,0
A03-T3-H01,6,2,F038,2026-08-07 09:03,2026-08-07 09:23,1
A03-T3-H01,6,3,F046,2026-08-07 09:45,2026-08-07 09:55,0
A03-T3-H01,6,4,F047,2026-08-07 10:00,2026-08-07 10:10,0
A03-T3-H01,6,5,A03,2026-08-07 11:29,,0
A03-T3-H01,7,0,A03,,2026-08-08 07:19,0
A03-T3-H01,7,1,F050,2026-08-08 09:27,2026-08-08 09:47,1
A03-T3-H01,7,2,F040,2026-08-08 10:09,2026-08-08 10:19,0
A03-T3-H01,7,3,F043,2026-08-08 10:35,2026-08-08 10:45,0
A03-T3-H01,7,4,F041,2026-08-08 10:54,2026-08-08 11:04,0
A03-T3-H01,7,5,A03,2026-08-08 12:32,,0
A03-T3-H01,8,0,A03,,2026-08-09 09:33,0
A03-T3-H01,8,1,F050,2026-08-09 11:41,2026-08-09 12:01,1
A03-T3-H01,8,2,F037,2026-08-09 12:15,2026-08-09 12:25,0
A03-T3-H01,8,3,F044,2026-08-09 12:43,2026-08-09 12:53,0
A03-T3-H01,8,4,F050,2026-08-09 13:23,2026-08-09 13:43,1
A03-T3-H01,8,5,A03,2026-08-09 15:51,,0
A03-T3-H02,1,0,A03,,2026-08-03 07:19,0
A03-T3-H02,1,1,F039,2026-08-03 08:30,2026-08-03 08:40,0
A03-T3-H02,1,2,A03,2026-08-03 09:51,,0
A03-T3-H02,2,0,A03,,2026-08-04 07:31,0
A03-T3-H02,2,1,F044,2026-08-04 09:12,2026-08-04 09:32,1
A03-T3-H02,2,2,A03,2026-08-04 11:13,,0
A03-T3-H02,3,0,A03,,2026-08-05 07:11,0
A03-T3-H02,3,1,F050,2026-08-05 09:19,2026-08-05 09:39,1
A03-T3-H02,3,2,F042,2026-08-05 09:52,2026-08-05 10:02,0
A03-T3-H02,3,3,F040,2026-08-05 10:11,2026-08-05 10:21,0
A03-T3-H02,3,4,F045,2026-08-05 10:48,2026-08-05 10:58,0
A03-T3-H02,3,5,A03,2026-08-05 12:21,,0
A03-T3-H02,4,0,A03,,2026-08-05 12:51,0
A03-T3-H02,4,1,F051,2026-08-05 14:20,2026-08-05 14:30,0
A03-T3-H02,4,2,F043,2026-08-05 14:42,2026-08-05 14:52,0
A03-T3-H02,4,3,F051,2026-08-05 15:04,2026-08-05 15:14,0
A03-T3-H02,4,4,F038,2026-08-05 15:20,2026-08-05 15:40,1
A03-T3-H02,4,5,A03,2026-08-05 17:04,,0
A03-T3-H02,5,0,A03,,2026-08-06 09:17,0
A03-T3-H02,5,1,F039,2026-08-06 10:28,2026-08-06 10:38,0
A03-T3-H02,5,2,F048,2026-08-06 10:48,2026-08-06 10:58,0
A03-T3-H02,5,3,F051,2026-08-06 11:09,2026-08-06 11:19,0
A03-T3-H02,5,4,F024,2026-08-06 12:15,2026-08-06 12:35,1
A03-T3-H02,5,5,F022,2026-08-06 12:49,2026-08-06 12:59,0
A03-T3-H02,5,6,A03,2026-08-06 14:16,,0
A03-T3-H02,6,0,A03,,2026-08-07 06:21,0
A03-T3-H02,6,1,F044,2026-08-07 08:02,2026-08-07 08:22,1
A03-T3-H02,6,2,A03,2026-08-07 10:03,,0
